"Month","Species","Year","Total_Catch","Total_Income","Individual_fishing_trips_mo","CPUE"
"January","Doryrhamphus pessuliferus","2022",1,10000,41,0.024390243902439
"January","Echidna polyzona","2019",1,10000,98,0.0102040816326531
"January","Ecsenius bicolor","2012",48,74250,53,0.905660377358491
"January","Ecsenius bicolor","2015",22,38000,50,0.44
"January","Ecsenius bicolor","2016",51,81500,117,0.435897435897436
"January","Ecsenius bicolor","2017",108,187000,117,0.923076923076923
"January","Ecsenius bicolor","2018",9,20500,50,0.18
"January","Ecsenius bicolor","2019",43,64500,98,0.438775510204082
"January","Ecsenius bicolor","2022",161,641000,41,3.92682926829268
"January","Ecsenius bicolor","2023",38,80000,160,0.2375
"January","Ecsenius midas","2016",7,16500,117,0.0598290598290598
"January","Ecsenius midas","2018",1,2000,50,0.02
"January","Ecsenius midas","2019",1,2000,98,0.0102040816326531
"January","Ecsenius namiyei","2012",8,6000,53,0.150943396226415
"January","Ecsenius namiyei","2013",2,2000,66,0.0303030303030303
"January","Exallias brevis","2012",5,8500,53,0.0943396226415094
"January","Exallias brevis","2015",9,25000,50,0.18
"January","Exallias brevis","2016",9,25000,117,0.0769230769230769
"January","Exallias brevis","2023",12,12000,160,0.075
"January","Forcipiger flavissimus","2017",3,24000,117,0.0256410256410256
"January","Forcipiger flavissimus","2022",4,70000,41,0.0975609756097561
"January","Forcipiger flavissimus","2023",2,3000,160,0.0125
"January","Genicanthus lamarck","2022",5,50000,41,0.121951219512195
"January","Gnathanodon speciosus","2016",1,2000,117,0.00854700854700855
"January","Gnathanodon speciosus","2022",1,7000,41,0.024390243902439
"January","Gomphosus varius","2015",2,3000,50,0.04
"January","Gomphosus varius","2016",5,7500,117,0.0427350427350427
"January","Gomphosus varius","2017",4,6500,117,0.0341880341880342
"January","Gomphosus varius","2018",1,2000,50,0.02
"January","Gomphosus varius","2022",1,4000,41,0.024390243902439
"January","Gomphosus varius","2023",15,15720.6818181817,160,0.09375
"January","Gymnomuraena zebra","2022",1,27500,41,0.024390243902439
"January","Gymnomuraena zebra","2023",2,5037.5,160,0.0125
"January","Halichoeres argus","2023",3,3000,160,0.01875
"January","Halichoeres biocellatus","2023",1,3000,160,0.00625
"January","Halichoeres chloropterus","2019",15,37500,98,0.153061224489796
"January","Halichoeres chrysus","2012",336,397450,53,6.33962264150943
"January","Halichoeres chrysus","2013",270,334000,66,4.09090909090909
"January","Halichoeres chrysus","2015",611,997500,50,12.22
"January","Halichoeres chrysus","2016",1326,1975000,117,11.3333333333333
"January","Halichoeres chrysus","2017",418,764000,117,3.57264957264957
"January","Halichoeres chrysus","2018",410,795000,50,8.2
"January","Halichoeres chrysus","2019",543,1202750,98,5.54081632653061
"January","Halichoeres chrysus","2022",656,1995500,41,16
"January","Halichoeres chrysus","2023",827,1761000,160,5.16875
"January","Halichoeres hortulanus","2012",26,25800,53,0.490566037735849
"January","Halichoeres hortulanus","2013",13,9750,66,0.196969696969697
"January","Halichoeres hortulanus","2015",12,17250,50,0.24
"January","Halichoeres hortulanus","2016",12,17250,117,0.102564102564103
"January","Halichoeres hortulanus","2017",26,23500,117,0.222222222222222
"January","Halichoeres hortulanus","2018",26,28500,50,0.52
"January","Halichoeres hortulanus","2019",31,26250,98,0.316326530612245
"January","Halichoeres hortulanus","2023",23,28750,160,0.14375
"January","Halichoeres marginatus","2015",46,115000,50,0.92
"January","Halichoeres marginatus","2016",46,115000,117,0.393162393162393
"January","Halichoeres marginatus","2018",16,40000,50,0.32
"January","Halichoeres marginatus","2019",4,10000,98,0.0408163265306122
"January","Halichoeres marginatus","2022",14,42000,41,0.341463414634146
"January","Halichoeres marginatus","2023",13,39000,160,0.08125
"January","Halichoeres melanurus","2015",2,2000,50,0.04
"January","Halichoeres melanurus","2016",2,2000,117,0.0170940170940171
"January","Halichoeres melanurus","2017",117,117000,117,1
"January","Halichoeres melanurus","2018",10,10000,50,0.2
"January","Halichoeres melanurus","2019",2,4000,98,0.0204081632653061
"January","Halichoeres podostigma","2022",1,2500,41,0.024390243902439
"January","Halichoeres prosopeion","2012",1,2500,53,0.0188679245283019
"January","Halichoeres prosopeion","2022",15,75000,41,0.365853658536585
"January","Hemitaurichthys polylepis","2022",3,75000,41,0.0731707317073171
"January","Hemitaurichthys polylepis","2023",1,1500,160,0.00625
"January","Heniochus acuminatus","2012",19,73000,53,0.358490566037736
"January","Heniochus acuminatus","2022",28,615000,41,0.682926829268293
"January","Heniochus acuminatus","2023",4,70000,160,0.025
"January","Heniochus chrysostomus","2022",4,34000,41,0.0975609756097561
"January","Heniochus monoceros","2015",2,35000,50,0.04
"January","Heniochus monoceros","2016",14,53000,117,0.11965811965812
"January","Heniochus monoceros","2017",15,146000,117,0.128205128205128
"January","Heniochus varius","2013",1,1250,66,0.0151515151515152
"January","Heniochus varius","2016",6,6500,117,0.0512820512820513
"January","Heniochus varius","2017",17,27500,117,0.145299145299145
"January","Heniochus varius","2018",8,13000,50,0.16
"January","Heniochus varius","2019",8,12500,98,0.0816326530612245
"January","Heniochus varius","2022",14,98000,41,0.341463414634146
"January","Heniochus varius","2023",6,6000,160,0.0375
"January","Heteractis malu","2012",1,6000,53,0.0188679245283019
"January","Hologymnosus doliatus","2022",2,5000,41,0.0487804878048781
"January","Hymenocera elegans","2022",100,2490000,41,2.4390243902439
"January","Hymenocera picta","2012",23,262500,53,0.433962264150943
"January","Iniistius pavo","2012",12,30000,53,0.226415094339623
"January","Iniistius pavo","2013",8,21750,66,0.121212121212121
"January","Iniistius pavo","2016",38,122500,117,0.324786324786325
"January","Koumansetta hectori","2022",9,36000,41,0.219512195121951
"January","Koumansetta rainfordi","2022",222,888000,41,5.41463414634146
"January","Labrichthys Unilineatus","2022",6,18000,41,0.146341463414634
"January","Labrichthys unilineatus","2017",7,7000,117,0.0598290598290598
"January","Labrichthys unilineatus","2019",15,17000,98,0.153061224489796
"January","Labroides bicolor","2012",13,74500,53,0.245283018867925
"January","Labroides bicolor","2013",9,58000,66,0.136363636363636
"January","Labroides bicolor","2015",12,114000,50,0.24
"January","Labroides bicolor","2016",13,121000,117,0.111111111111111
"January","Labroides bicolor","2017",9,82500,117,0.0769230769230769
"January","Labroides bicolor","2018",29,272000,50,0.58
"January","Labroides bicolor","2019",10,86000,98,0.102040816326531
"January","Labroides bicolor","2022",33,475000,41,0.804878048780488
"January","Labroides bicolor","2023",23,133797.177419355,160,0.14375
"January","Labroides dimidiatus","2012",42,34500,53,0.792452830188679
"January","Labroides dimidiatus","2013",141,141000,66,2.13636363636364
"January","Labroides dimidiatus","2015",184,221000,50,3.68
"January","Labroides dimidiatus","2016",452,489000,117,3.86324786324786
"January","Labroides dimidiatus","2017",208,271500,117,1.77777777777778
"January","Labroides dimidiatus","2018",108,115000,50,2.16
"January","Labroides dimidiatus","2019",253,268500,98,2.58163265306122
"January","Labroides dimidiatus","2022",686,1372000,41,16.7317073170732
"January","Labroides dimidiatus","2023",374,237516.73,160,2.3375
"January","Labroides pectoralis","2022",4,52500,41,0.0975609756097561
"January","Labroides rubrolabiatus","2012",2,8000,53,0.0377358490566038
"January","Labroides rubrolabiatus","2016",3,12000,117,0.0256410256410256
"January","Labroides rubrolabiatus","2017",3,25000,117,0.0256410256410256
"January","Labroides rubrolabiatus","2018",1,10000,50,0.02
"January","Labroides rubrolabiatus","2019",2,16000,98,0.0204081632653061
"January","Labroides rubrolabiatus","2023",1,5000,160,0.00625
"January","Labropsis alleni","2013",1,2000,66,0.0151515151515152
"January","Labropsis alleni","2017",1,10000,117,0.00854700854700855
"January","Lactoria cornuta","2012",6,24000,53,0.113207547169811
"January","Lysmata amboinensis","2012",188,667500,53,3.54716981132075
"January","Lysmata amboinensis","2013",131,676500,66,1.98484848484848
"January","Lysmata amboinensis","2016",98,727000,117,0.837606837606838
"January","Lysmata amboinensis","2018",20,220000,50,0.4
"January","Lysmata amboinensis","2019",16,189000,98,0.163265306122449
"January","Lysmata amboinensis","2022",56,834000,41,1.36585365853659
"January","Lysmata amboinensis","2023",881,3510000,160,5.50625
"January","Lysmata debelius","2013",2,7000,66,0.0303030303030303
"January","Lysmata debelius","2016",4,30000,117,0.0341880341880342
"January","Lysmata debelius","2019",3,45000,98,0.0306122448979592
"January","Lysmata debelius","2023",1,15000,160,0.00625
"January","Macolor niger","2012",1,1500,53,0.0188679245283019
"January","Macolor niger","2017",5,15500,117,0.0427350427350427
"January","Macolor niger","2019",1,5000,98,0.0102040816326531
"January","Macolor niger","2023",1,26100,160,0.00625
"January","Macropharyngodon meleagris","2012",32,30150,53,0.60377358490566
"January","Macropharyngodon meleagris","2013",92,81750,66,1.39393939393939
"January","Macropharyngodon meleagris","2015",98,140000,50,1.96
"January","Macropharyngodon meleagris","2016",196,238000,117,1.67521367521368
"January","Macropharyngodon meleagris","2017",182,211000,117,1.55555555555556
"January","Macropharyngodon meleagris","2018",92,151000,50,1.84
"January","Macropharyngodon meleagris","2019",149,185000,98,1.52040816326531
"January","Macropharyngodon meleagris","2023",199,298500,160,1.24375
"January","Macropharyngodon negrosensis","2012",7,7000,53,0.132075471698113
"January","Macropharyngodon negrosensis","2013",9,9000,66,0.136363636363636
"January","Macropharyngodon negrosensis","2015",12,13500,50,0.24
"January","Macropharyngodon negrosensis","2016",26,27500,117,0.222222222222222
"January","Macropharyngodon negrosensis","2017",10,10500,117,0.0854700854700855
"January","Macropharyngodon negrosensis","2018",40,57000,50,0.8
"January","Macropharyngodon negrosensis","2019",8,12000,98,0.0816326530612245
"January","Macropharyngodon negrosensis","2022",27,87500,41,0.658536585365854
"January","Macropharyngodon negrosensis","2023",4,6000,160,0.025
"January","Macropharyngodon ornatus","2022",54,172500,41,1.31707317073171
"January","Macropharyngodon ornatus","2023",4,12000,160,0.025
"January","Malacanthus latovittatus","2015",1,1500,50,0.02
"January","Malacanthus latovittatus","2016",1,1500,117,0.00854700854700855
"January","Malacanthus latovittatus","2018",1,2000,50,0.02
"January","Malacanthus latovittatus","2019",15,30000,98,0.153061224489796
"January","Meiacanthus atrodorsalis","2022",66,261000,41,1.60975609756098
"January","Meiacanthus atrodorsalis","2023",1,3000,160,0.00625
"January","Meiacanthus grammistes","2012",1,2000,53,0.0188679245283019
"January","Meiacanthus grammistes","2015",4,8000,50,0.08
"January","Meiacanthus grammistes","2016",4,8000,117,0.0341880341880342
"January","Meiacanthus grammistes","2017",13,13000,117,0.111111111111111
"January","Meiacanthus grammistes","2018",21,21000,50,0.42
"January","Meiacanthus grammistes","2019",3,3000,98,0.0306122448979592
"January","Meiacanthus grammistes","2022",32,96000,41,0.780487804878049
"January","Meiacanthus grammistes","2023",3,3750,160,0.01875
"January","Meiacanthus smithii","2012",9,9000,53,0.169811320754717
"January","Meiacanthus smithii","2022",33,99000,41,0.804878048780488
"January","Meiacanthus smithii","2023",40,50000,160,0.25
"January","Melichthys vidua","2013",7,24500,66,0.106060606060606
"January","Melichthys vidua","2017",2,7000,117,0.0170940170940171
"January","Melichthys vidua","2019",1,3500,98,0.0102040816326531
"January","Melichthys vidua","2022",4,40000,41,0.0975609756097561
"January","Melichthys vidua","2023",4,6772.92307692308,160,0.025
"January","Monacanthus chinensis","2015",11,24000,50,0.22
"January","Monacanthus chinensis","2016",19,30000,117,0.162393162393162
"January","Monacanthus chinensis","2017",9,7750,117,0.0769230769230769
"January","Monacanthus chinensis","2018",7,17500,50,0.14
"January","Monacanthus chinensis","2019",1,2500,98,0.0102040816326531
"January","Monacanthus chinensis","2023",12,12000,160,0.075
"January","Myripristis Sp.","2022",2,6000,41,0.0487804878048781
"January","Naso Lopezi","2022",1,3000,41,0.024390243902439
"January","Naso lituratus","2013",2,9000,66,0.0303030303030303
"January","Naso lituratus","2015",4,19000,50,0.08
"January","Naso lituratus","2016",15,51000,117,0.128205128205128
"January","Naso lituratus","2017",78,361000,117,0.666666666666667
"January","Naso lituratus","2018",5,30500,50,0.1
"January","Naso lituratus","2019",6,41000,98,0.0612244897959184
"January","Naso lituratus","2022",28,254000,41,0.682926829268293
"January","Naso lituratus","2023",100,4e+05,160,0.625
"January","Naso unicornis","2016",1,3000,117,0.00854700854700855
"January","Naso unicornis","2018",1,3000,50,0.02
"January","Naso unicornis","2019",13,21000,98,0.13265306122449
"January","Naso unicornis","2023",3,12000,160,0.01875
"January","Naso vlamingii","2022",16,154000,41,0.390243902439024
"January","Naso vlamingii","2023",3,12000,160,0.01875
"January","Nemateleotris magnifica","2015",1,6000,50,0.02
"January","Nemateleotris magnifica","2016",3,19000,117,0.0256410256410256
"January","Nemateleotris magnifica","2017",2,16000,117,0.0170940170940171
"January","Nemateleotris magnifica","2019",1,8000,98,0.0102040816326531
"January","Nemateleotris magnifica","2022",2,32000,41,0.0487804878048781
"January","Neoglyphidodon crossi","2013",3,3000,66,0.0454545454545455
"January","Neoglyphidodon crossi","2015",7,9000,50,0.14
"January","Neoglyphidodon crossi","2016",12,14000,117,0.102564102564103
"January","Neoglyphidodon crossi","2017",667,724000,117,5.7008547008547
"January","Neoglyphidodon crossi","2018",4,8000,50,0.08
"January","Neoglyphidodon crossi","2019",4,4500,98,0.0408163265306122
"January","Neoglyphidodon crossi","2022",27,81000,41,0.658536585365854
"January","Neoglyphidodon crossi","2023",22,22000,160,0.1375
"January","Neoglyphidodon melas","2013",7,7000,66,0.106060606060606
"January","Neoglyphidodon melas","2016",1,1000,117,0.00854700854700855
"January","Neoglyphidodon melas","2017",1,1000,117,0.00854700854700855
"January","Neoglyphidodon melas","2018",1,1000,50,0.02
"January","Neoglyphidodon melas","2022",1,2500,41,0.024390243902439
"January","Neoglyphidodon nigroris","2015",1,2000,50,0.02
"January","Neoglyphidodon nigroris","2016",1,2000,117,0.00854700854700855
"January","Neoglyphidodon nigroris","2022",7,21000,41,0.170731707317073
"January","Neoglyphidodon oxyodon","2022",15,37500,41,0.365853658536585
"January","Neopenrolisthes maculata","2012",4,4750,53,0.0754716981132075
"January","Neopenrolisthes maculata","2013",1,1000,66,0.0151515151515152
"January","Neopenrolisthes maculata","2016",13,16500,117,0.111111111111111
"January","Neopenrolisthes maculata","2018",4,4000,50,0.08
"January","Neopenrolisthes maculata","2019",10,10000,98,0.102040816326531
"January","Neopetrolisthes ohshimai","2022",19,57000,41,0.463414634146341
"January","Neopetrolisthes ohshimai","2023",1,2500,160,0.00625
"January","Novaculichthys taeniourus","2018",34,120000,50,0.68
"January","Novaculichthys taeniourus","2019",8,32000,98,0.0816326530612245
"January","Novaculichthys taeniourus","2022",6,46000,41,0.146341463414634
"January","Novaculichthys taeniourus","2023",6,9000,160,0.0375
"January","Octopus cyanea","2022",1,3000,41,0.024390243902439
"January","Odontodactylus scyllarus","2012",36,72000,53,0.679245283018868
"January","Odontodactylus scyllarus","2013",9,22500,66,0.136363636363636
"January","Odontodactylus scyllarus","2018",5,12500,50,0.1
"January","Odontodactylus scyllarus","2019",2,5000,98,0.0204081632653061
